Google Ads campaign,Nth week,Google Ads cost,Google Ads impressions,Active users
md_pmax_merch_shop_AccBoss,50,1022.825517,13051,15
md_pmax_merch_чохли для планшетів,59,1022.43064,14133,18
shop_st_зоотовары_грызуны,45,1022.091352,21907,26
md_pmax_красота_и_уход_гигиена_прокладки_гигиенические,58,1020.912077,14513,22
md_pmax_автотовары_масла,42,1019.550297,24546,10
md_pmax_школа_офис_и_книги_школа_и_канцтовары,48,1019.448844,17169,30
md_pmax_бытовая_химия_ароматы_для_дома,58,1018.807388,14938,43
shop_st_бытовая_химия_репеленты,38,1018.141547,12262,17
md_pmax_школа_офис_и_книги_школа_и_канцтовары,50,1018.013017,20165,17
md_pmax_красота_и_уход_гигиена_прокладки_гигиенические,57,1017.49361,15660,26
md_pmax_товары_для_здоровья_домашняя_аптека,36,1017.286149,23651,29
shop_st_красота_и_уход_уход_за_волосами,35,1017.14988,29468,22
shop_st_детские_товары_автокресла,14,1016.23,15546,10
md_pmax_merch_shop_Gadget_mall,53,1016.050649,12407,22
md_pmax_merch_shop_Pixophone,53,1014.835519,15146,14
srch_Зоотовары_DSA,14,1012.48,6821,26
md_pmax_автотовары_масла,38,1011.956667,28261,8
md_pmax_красота_и_уход_гигиена_прокладки_гигиенические,43,1011.827288,17412,24
md_pmax_детские_товары_кормление_техника,31,1010.231925,10510,8
shop_st_дача_сад_огород_садовые_работы,31,1010.21,22853,44
srch_Зоотовары_DSA,30,1010.069374,10335,45
md_pmax_школа_офис_и_книги_школа_и_книги,56,1009.931937,22156,13
md_pmax_бытовая_химия_средства_для_ухода_за_унитазом,31,1008.76,19428,25
md_pmax_красота_и_уход_гигиена_прокладки_гигиенические,45,1008.049856,18305,31
shop_st_зоотовары_рыбам_и_черепахам,11,1008.01,13172,8
shop_st_детские_товары_подгузники_горшки,29,1007.709543,11128,24
srch_prod_продукты_питания,30,1007.194049,15717,22
md_pmax_merch_комп’ютерні миші,56,1007.071865,6372,4
md_pmax_красота_и_уход_парфюмерия,52,1006.511297,12847,18
md_pmax_товары_для_здоровья_интимные_товары,54,1005.894803,23695,49
md_pmax_merch_системи безпеки та відеонагляду,59,1005.57,13823,10
md_pmax_merch_пральні машини,59,1005.36,10929,6
shop_st_детские_товары_питание_каши,16,1003.29,19949,57
md_pmax_merch_Zooleader,56,1002.89709,8218,4
shop_st_детские_товары_питание_каши,19,1002.61,21392,42
md_pmax_школа_офис_и_книги_школа_и_канцтовары,43,1002.436413,14798,26
md_pmax_продукты_питания_бакалея_макароны,21,1001.14,38165,75
srch_cat_БАДы,2,1000.9,3057,6
md_pmax_товары_для_дома,37,1000.845147,14122,532
shop_st_товары_для_дома_текстиль_для_дома,21,1000.84,17680,70
md_pmax_автотовары_автохимия_автокосметика,14,998.23,29537,35
md_pmax_бытовая_химия_ароматы_для_дома,3,998.18,24005,43
md_pmax_автотовары_масла,37,997.984582,22590,5
srch_cat_БАДы,12,997.69,3613,2
md_pmax_красота_и_уход_парфюмерия,34,997.608047,26650,31
shop_st_детские_товары_питание_каши,12,997.17,24681,33
shop_st_детские_товары_автокресла,22,996.27,15695,13
md_pmax_merch_shop_THM,55,995.955866,13422,25
srch_cat_БАДы,30,995.764555,4686,4
srch_prod_алкоголь [1] Clone #505,36,995.474991,3828,15
md_pmax_автотовары_автохимия_автокосметика,19,995.39,29779,24
md_pmax_дача_сад_огород_садовая_техника_GA4_onlyshop,4,995.35,26892,10
shop_st_алкоголь_слабоакогольные_напитки,5,995.24,20171,11
md_pmax_детские_товары_кормление_техника,0,994.683849,7809,5
md_pmax_автотовары_масла,32,992.451412,16679,8
md_pmax_Сантехника_и_ремонт_ручной_инструмент,21,991.47,25821,17
shop_st_красота_и_уход_уход_за_телом_мыло,0,990.84,19660,12
md_pmax_красота_и_уход_макияж_губы,21,990.835665,28521,30
md_pmax_МБТ_техника_для_кухни,21,990.05,23167,19
shop_st_продукты_питания_молочные_продукты,13,989.84,24273,36
shop_st_детские_товары_автокресла,12,988.84,22832,16
md_pmax_красота_и_уход_макияж_губы,20,987.633951,31974,49
shop_st_детские_товары_подгузники_горшки,43,987.379105,13170,34
shop_st_продукты_питания_хлебобулочные,20,986.29,18862,45
md_pmax_алкоголь_джин,61,985.8,15620,17
md_pmax_продукты_питания_кондитерка_печенье,16,985.565289,19101,26
md_pmax_merch_пральні машини,60,985.3,11667,2
md_pmax_merch_кабелі та адаптери,58,984.947484,10430,13
md_pmax_МБТ_техника_для_красоты_и_здоровья,39,984.870784,26100,28
shop_st_детские_товары_автокресла,15,984.08,22060,13
srch_cat_БАДы,21,983.91,3506,14
md_pmax_сантехника_и_ремонт_електроинструмент,35,983.434101,42201,5
srch_Дача_сад_город_DSA,41,982.684903,5666,20
md_pmax_дача_сад_огород_ручной_инструмент_GA4_onlyshop,0,982.45,27999,6
md_pmax_merch_Рюкзаки_сумки_валізи,60,981.75423,10400,8
shop_st_зоотовары_рыбам_и_черепахам,40,979.722922,14238,16
srch_cat_продукты_питания,61,978.999606,8023,39
srch_cat_БАДы,17,978.52,3828,6
srch_Дача_сад_город_DSA,39,978.291477,9283,7
shop_st_детские_товары_автокресла,50,978.188697,10424,21
md_pmax_автотовары_автохимия_автокосметика,21,977.134295,25130,24
md_pmax_автотовары_автохимия_автокосметика,16,974.55,29093,31
md_pmax_детские_товары_кормление_техника,36,974.258025,9649,12
maudau & сантехніка та ремонт 2025_7_11 19_10,60,973.96,12066,2
md_pmax_красота_и_уход,14,973.9,27730,36
shop_st_зоотовары_рыбам_и_черепахам,52,973.782019,10813,24
shop_st_детские_товары_для_купания,31,972.64,14208,19
md_pmax_товары_для_здоровья_домашняя_аптека,57,972.602847,20362,42
md_pmax_МБТ_техника_для_кухни,61,972.55,16822,7
shop_st_детские_товары_питание_каши,17,972.24,19614,50
md_pmax_красота_и_уход_гигиена_прокладки_гигиенические,50,971.88287,17039,26
shop_st_детские_товары_подгузники_горшки,30,971.05,10709,20
srch_prod_продукты_питания,25,970.765801,12893,31
shop_st_зоотовары_рыбам_и_черепахам,0,970.42,14110,7
shop_st_детские_товары_питание_бакалея,22,969.34,22002,23
merch_shop_st_drop_buy_Samsung,15,969.27,27176,8
md_pmax_МБТ_техника_для_красоты_и_здоровья,51,968.573206,19125,23
md_pmax_красота_и_уход_гигиена_прокладки_гигиенические,56,968.494019,17346,28
md_pmax_merch_кабелі та адаптери,56,968.199693,12042,10
srch_Дача_сад_город_DSA,48,968.1453,5365,33
md_pmax_merch_Zooleader,58,968.083697,7425,6
shop_st_детские_товары_подгузники_горшки,50,967.639668,9134,28
shop_st_детские_товары_автокресла,16,967.32,20019,13
srch_Дача_сад_город_DSA,56,966.423686,8436,34
shop_st_детские_товары_для_купания,53,965.306196,13765,44
md_pmax_красота_и_уход_гигиена,14,965.088979,12682,35
srch_cat_бытовая_химия,49,964.373977,7531,26
md_pmax_красота_и_уход,16,964.09,26015,34
shop_st_зоотовары_рыбам_и_черепахам,20,963.5,15198,17
md_pmax_товары_для_здоровья_интимные_товары,53,963.450105,20751,47
srch_prod_електроника [1] Clone,38,962.928861,18723,3
srch_prod_алкоголь [1] Clone #505,39,962.542282,5021,30
srch_cat_БАДы,9,960.78,2799,6
md_pmax_товары_для_здоровья_интимные_товары,40,960.309013,32615,29
shop_st_детские_товары_питание_каши,18,960.09,21111,48
md_pmax_красота_и_уход,15,960.03,28235,36
md_pmax_автотовары_автохимия_автокосметика,13,959.82,30910,17
md_pmax_зоотовары_коты_дом_и_отдых,59,959.134762,13844,36
md_pmax_дача_сад_огород_газон_onlyshop_GA4,11,959.05,18359,14
md_pmax_автотовары_автохимия_автокосметика,17,958.65,29693,37
md_pmax_школа_офис_и_книги_школа_и_канцтовары,45,957.929185,16896,27
srch_cat_БАДы,31,957.634449,5104,4
srch_cat_зоотовары,49,956.563694,6859,17
shop_st_продукты_питания_хлебобулочные,21,956.36,14292,29
shop_st_детские_товары_подгузники_горшки,36,955.952062,13164,26
md_pmax_МБТ_климатическая_техника,30,955.84,11444,10
srch_Дача_сад_город_DSA,55,955.129366,8782,28
shop_st_продукты_питания_хлебобулочные,5,955.1,21762,29
shop_st_бытовая_химия_средства_для_уборки_bc,43,953.942907,9232,86
srch_Дача_сад_город_DSA,25,953.836579,7259,19
md_pmax_автотовары_масла,39,953.799119,24966,14
md_pmax_товары_для_здоровья_домашняя_аптека,35,953.05,19479,24
shop_st_зоотовары_рыбам_и_черепахам,41,952.550089,16312,20
md_pmax_детские_товары_кормление_техника,5,951.959375,12423,12
md_pmax_бытовая_химия_ароматы_для_дома,7,951.78,23771,19
srch_cat_БАДы,26,951.411624,4863,6
md_pmax_красота_и_уход_гигиена_прокладки_гигиенические,37,950.688765,19025,43
md_pmax_МБТ_климатическая_техника,43,950.149689,9580,17
srch_Бытовая_химия_DSA,0,950.13,8433,15
srch_cat_БАДы,13,950.07,3170,12
md_pmax_автотовары_масла,51,948.804868,19132,10
shop_st_зоотовары_рыбам_и_черепахам,39,947.714065,15867,11
md_pmax_merch_shop_AccBoss,51,947.249283,10662,17
md_pmax_merch_комп’ютерні миші,57,946.860174,11197,1
srch_cat_БАДы,8,946.84,2931,2
md_pmax_автотовары_масла,23,946.70091,7824,1
md_pmax_товары_для_здоровья_интимные_товары,51,945.915155,24385,68
md_pmax_школа_офис_и_книги_школа_и_канцтовары,46,945.772401,16870,25
md_pmax_автотовары_масла,33,945.471864,17091,10
md_pmax_зоотовары_коты,9,944.798529,16843,15
srch_cat_електроника,14,944.39,6515,35
md_pmax_merch_Фотоапарати,60,944.33,10538,0
md_pmax_красота_и_уход_гигиена_прокладки_гигиенические,51,942.758558,17864,25
md_pmax_МБТ_техника_для_кухни,22,942.47711,24361,23
shop_st_детские_товары_для_купания,54,941.792345,13100,27
srch_cat_бытовая_химия,38,941.685549,7436,14
shop_st_детские_товары_питание_каши,13,941.26,19591,40
md_pmax_школа_офис_и_книги_школа_и_канцтовары,44,940.790311,16066,27
md_pmax_красота_и_уход,19,940.022434,32097,29
md_pmax_товары_для_дома_мебель,12,939.970336,4941,164
srch_cat_БАДы,32,938.590556,4237,5
md_pmax_merch_shop_THM,46,938.310916,17099,3
srch_Дача_сад_город_DSA,46,936.983579,3143,18
srch_cat_БАДы,36,936.480406,2677,4
md_pmax_красота_и_уход,5,935.461533,31123,22
srch_prod_електроника [1] Clone,37,935.430407,15189,3
srch_prod_продукты_питания,24,933.115318,13178,28
srch_prod_алкоголь [1] Clone #505,37,932.358325,4504,22
shop_st_зоотовары_грызуны,44,932.117859,21398,30
srch_Зоотовары_DSA,15,931.75,6919,23
shop_st_детские_товары_автокресла,17,930.1,13037,13
srch_Дача_сад_город_DSA,59,930.016189,8372,44
shop_st_зоотовары_грызуны,43,929.028193,17086,28
srch_cat_зоотовары,47,927.895245,8395,20
md_pmax_автотовары_автохимия_автокосметика,18,927.54,24077,28
md_pmax_автотовары_масла,36,927.446123,24363,5
md_pmax_продукты_питания_напитки_чай,61,927.17,18049,35
md_pmax_автотовары_автохимия_автокосметика,22,926.965752,24246,22
shop_st_алкоголь_слабоакогольные_напитки,3,925.96,23447,23
md_pmax_красота_и_уход_парфюмерия,38,925.730922,24023,19
md_pmax_красота_и_уход_для_мужчин,21,925.39,13696,22
md_pmax_красота_и_уход_гигиена,18,924.75,9594,37
shop_st_зоотовары_птицы,42,924.661697,14577,19
merch_shop_st_whisky_corner,2,924.47,23453,3
md_pmax_красота_и_уход_парфюмерия,51,923.770171,12994,20
md_pmax_автотовары_автохимия_автокосметика,20,923.384265,26525,29
md_pmax_МБТ_климатическая_техника,27,923.229375,16318,25
md_pmax_товары_для_здоровья_интимные_товары,38,922.517965,23499,43
md_pmax_бытовая_химия_ароматы_для_дома,12,922.44,18032,32
md_pmax_МБТ_техника_для_красоты_и_здоровья,58,919.714956,15335,18
md_pmax_красота_и_уход_гигиена,19,919.62,9550,35
shop_st_продукты_питания_крупы,14,919.31,28937,51
shop_st_детские_товары_подгузники_горшки,34,918.44,12807,23
md_pmax_автотовары_масла,41,918.233076,22053,7
shop_st_детские_товары_активный_отдых,50,916.300162,12795,26
shop_st_детские_товары_автокресла,25,915.8,14285,16
shop_st_зоотовары_грызуны,50,915.758816,17541,23
md_pmax_товары_для_дома_текстиль_сон,3,915.25,15839,6
md_pmax_красота_и_уход_гигиена,13,914.118292,10129,29
shop_st_товары_для_дома_термопродукция,44,912.686198,9536,19
srch_cat_електроника,3,912.01,6094,11
md_pmax_школа_офис_и_книги_школа_и_канцтовары,52,911.550111,14619,30
shop_st_продукты_питания_крупы,15,911.33,26259,59
md_pmax_МБТ_климатическая_техника,12,911.067914,10402,7
md_pmax_красота_и_уход_для_мужчин,31,911.04679,19451,19
shop_st_зоотовары_грызуны,11,910.38,24355,20
shop_st_зоотовары_грызуны,0,910.18,23424,21
md_pmax_красота_и_уход_макияж,34,909.28169,21503,22
md_pmax_красота_и_уход_гигиена,17,907.98,8353,48
md_pmax_автотовары_масла,34,907.398132,21583,6
md_pmax_МБТ_техника_для_дома,32,905.98,19205,43
md_pmax_красота_и_уход,18,903.318111,24682,32
shop_st_товары_для_дома_уход_за_одеждой,61,902.62,6464,19
shop_st_зоотовары_грызуны,35,902.269771,22367,22
shop_st_алкоголь_слабоакогольные_напитки,2,901.3,22953,19
srch_cat_зоотовары,14,900.2,8393,29
md_pmax_красота_и_уход,13,899.92,22331,31
merch_shop_st_Honey_Jams_джем,22,899.82,14825,15
srch_prod_детские_товары [3] Clone,36,899.785382,15208,9
shop_st_зоотовары_рыбам_и_черепахам,56,899.422618,11255,17
md_pmax_красота_и_уход_уход_за_волосами_окрашивание,22,898.73,27123,33
shop_st_дача_сад_огород_дачный_отдых,23,897.8,20436,54
md_pmax_красота_и_уход_для_мужчин,11,897.576684,13870,20
shop_st_зоотовары_рыбам_и_черепахам,21,897.56,14170,19
md_pmax_красота_и_уход_уход_за_волосами_окрашивание,20,897.35,23590,30
md_pmax_красота_и_уход_для_мужчин,22,897.11,11689,17
srch_Дача_сад_город_DSA,50,896.339325,4294,35
md_pmax_merch_Товари для активного малюка,60,896.134148,5019,1
shop_st_бытовая_химия_уход_за_авто_GA4,0,895.15,26840,12
md_pmax_алкоголь,61,894,22793,23
merch_shop_st_whisky_corner,22,893.54,16703,6
shop_st_продукты_питания_крупы,12,891.75,29720,48
srch_prod_алкоголь [1] Clone #505,35,891.388346,3349,9
md_pmax_МБТ_техника_для_красоты_и_здоровья,12,891.36,21172,5
md_pmax_школа_офис_и_книги_школа_и_книги,58,888.960384,18106,21
md_pmax_merch_shop_Notbook,54,888.358307,7128,4
shop_sm_all_max,1,887.89,144385,298
shop_st_зоотовары_птицы,39,886.505105,15149,16
md_pmax_автотовары_масла,35,885.871168,24498,4
shop_st_алкоголь_слабоакогольные_напитки,4,885.69,20542,13
md_pmax_красота_и_уход_уход_за_волосами_окрашивание,5,884.28,31063,34
md_pmax_МБТ_климатическая_техника,40,884.011348,13749,16
md_pmax_МБТ_аксы_для_бытовой_техники,12,883.514567,9444,13
shop_st_детские_товары_автокресла,13,882.68,22919,9
shop_st_красота_и_уход_уход_за_полостью_рта,61,882.04,9981,22
srch_cat_бытовая_химия,46,881.883306,7445,20
md_pmax_зоотовары_собаки_гигиена,31,880.82,13366,24
srch_Продукти_кондитерка,61,880.739917,5865,15
shop_st_продукты_питания_крупы,16,879.65,24958,54
shop_st_зоотовары_грызуны,41,878.505342,18157,28
srch_cat_БАДы,22,878.14,4374,12
md_pmax_сантехника_и_ремонт_електроинструмент,48,877.104129,12513,7
md_pmax_бытовая_химия_ароматы_для_дома,4,876.855429,19018,35
shop_st_зоотовары_рыбам_и_черепахам,12,875.66,14030,11
md_pmax_школа_офис_и_книги,31,874.77,22244,41
srch_Дача_сад_город_DSA,54,873.574147,7068,25
md_pmax_МБТ_климатическая_техника,15,871.809263,12714,13
shop_sm_all_max,2,871.6,129083,308
md_pmax_МБТ_техника_для_кухни,12,870.191882,18733,5
srch_cat_зоотовары,16,869.875,8929,25
shop_st_зоотовары_грызуны,55,869.650738,12624,27
md_pmax_merch_Велосипеди,58,868.838673,9342,3
md_pmax_школа_офис_и_книги_школа_и_книги,49,868.755391,18339,13
md_pmax_бытовая_химия_ароматы_для_дома,8,868.57,20087,34
md_pmax_merch_shop_VseOk,45,867.413861,10605,6
md_pmax_МБТ_техника_для_дома,42,866.908572,16145,16
shop_st_детские_товары_автокресла,19,866.42,13723,14
md_pmax_сантехника_и_ремонт_електроинструмент,34,866.414055,15914,4
md_pmax_красота_и_уход_макияж,30,866.180813,16951,16
md_pmax_товары_для_дома_мебель,7,866.016312,10306,4
srch_Дача_сад_город_DSA,47,865.336153,5104,16
shop_st_продукты_питания_хлебобулочные,22,864.96,14721,33
md_pmax_товары_для_дома_посуда,57,864.777568,12054,0
srch_cat_зоотовары,22,863.246742,7280,30
md_pmax_merch_shop_Notbook,53,862.202656,5246,6
md_pmax_дача_сад_огород_газон_onlyshop_GA4,8,861.978367,17063,10
md_pmax_merch_shop_Gadget_mall,52,860.877926,11833,20
md_pmax_merch_shop_TechnoMix,47,860.207883,8340,2
md_pmax_merch_shop_Gadget_mall,43,859.30845,16862,7
md_pmax_МБТ_аксы_для_бытовой_техники,14,859.09,8484,20
md_pmax_детские_товары_игрушки_детское_игрушечное_оружие_GA4,2,858.723556,25797,7
srch_Зоотовары_DSA,17,857.47,7003,23
shop_st_детские_товары_питание_бакалея,8,855.93,17474,18
md_pmax_merch_Кардіотренажери,56,854.672722,4221,0
md_pmax_МБТ_техника_для_кухни,14,854.525756,20860,13
md_pmax_МБТ_аксы_для_бытовой_техники,16,854.25,7725,8
shop_st_товары_для_дома_текстиль_для_дома,60,853.82,9455,15
md_pmax_merch_shop_AccBoss,47,853.537401,11439,10
srch_cat_БАДы,4,853.21,2466,3
shop_st_зоотовары_рыбам_и_черепахам,8,852.8,16291,16
md_pmax_красота_и_уход_для_мужчин,13,852.339208,15520,19
md_pmax_красота_и_уход_для_мужчин_бритья,59,851.521026,11024,41
shop_st_продукты_питания_крупы,18,850.5,26890,63
md_pmax_красота_и_уход,17,849.91,26043,35
srch_prod_алкоголь [1] Clone #505,41,849.707302,3213,37
md_pmax_автотовары_автохимия_автокосметика,32,849.31,25514,11
srch_prod_товары_для_дома,30,849.276106,15011,13
shop_st_детские_товары_для_купания,7,849.03,21311,34
md_pmax_МБТ_климатическая_техника,41,848.661663,10722,16
merch_shop_st_whisky_corner,19,848.49,9416,4
merch_shop_st_drop_buy_OnePlus,7,847.7,21431,1
shop_st_дача_сад_огород_дачный_отдых,22,847.13,20604,56
shop_st_детские_товары_питание_бакалея,5,845.78,17593,29
shop_st_красота_и_уход_ТД_Вега,37,845.759873,12074,3
md_pmax_товары_для_здоровья_домашняя_аптека,56,845.57,19198,41
md_pmax_МБТ_техника_для_красоты_и_здоровья,14,844.47,16477,7
md_pmax_МБТ_техника_для_красоты_и_здоровья,15,844.44,16544,13
md_pmax_merch_електромасажери,58,843.09397,8222,6
md_pmax_МБТ_техника_для_красоты_и_здоровья,19,842.22041,20158,6
shop_st_товары_для_дома_текстиль_для_дома,1,841.66,6459,4
shop_st_детские_товары_питание_бакалея,14,841.62,16693,23
campaign - villains 2025_7_11 13_59_shop_st_дача,58,840.86066,7286,9
srch_cat_бытовая_химия,48,840.711225,7065,22
merch_shop_st_меблева_зона_кровати,5,840.69,19386,2
merch_shop_st_drop_buy_Samsung,16,840.51,26541,7
shop_st_продукты_питания_крупы,17,839.71,26829,55
md_pmax_merch_shop_AccBoss,48,839.360027,12308,15
shop_st_зоотовары_коты_здоровье,29,837.77,21380,42
md_pmax_школа_офис_и_книги_школа_и_канцтовары,51,836.55102,12144,30
merch_shop_st_drop_buy_Oukitel,6,836.46,11672,0
shop_st_детские_товары_подгузники_горшки,37,836.019484,10743,13
md_pmax_МБТ_техника_для_красоты_и_здоровья,16,835.93,17795,12
shop_sm_all_max,3,835.7,127071,265
shop_st_детские_товары_коляски,55,835.374861,16626,45
md_pmax_бытовая_химия_ароматы_для_дома,46,835.271256,13019,26
md_pmax_зоотовары_коты,0,834.398255,15842,5
md_pmax_МБТ_техника_для_кухни,15,834.021906,20480,14
merch_shop_st_меблева_зона_кровати,6,832.98,19178,1
md_pmax_красота_и_уход_гигиена_прокладки_гигиенические,52,832.789427,12541,35
md_pmax_школа_офис_и_книги_школа_и_книги,48,832.348631,14496,10
srch_Зоотовары_DSA,9,832.05,8196,24
md_pmax_красота_и_уход_для_мужчин,4,831.45,14503,17
md_pmax_красота_и_уход_для_мужчин,51,831.166609,6692,18
shop_st_товары_для_дома_интерьер_и_декор,6,831.02,4380,1
shop_st_детские_товары_питание_бакалея,15,830.9,16543,24
shop_st_детские_товары_автокресла,28,830.842074,9165,12
shop_st_автотовари_автозапчастини_Автомобільні_акумулятори,47,830.72378,9104,6
md_pmax_МБТ_техника_для_дома,47,830.452978,15467,17
md_pmax_дача_сад_огород_газон_onlyshop_GA4,6,829.586722,12772,5
md_pmax_красота_и_уход_гигиена,16,829.41,9201,52
shop_st_детские_товары_автокресла,49,829.232105,11368,22
md_pmax_МБТ_климатическая_техника,14,829.187885,10004,3
merch_shop_st_dewelt_дитячі_товари_самокати,6,828.35,12719,0
shop_st_детские_товары_питание_бакалея,16,827.58,17888,29
shop_st_алкоголь_слабоакогольные_напитки,34,826.43,26686,33
md_pmax_красота_и_уход_уход_за_волосами_окрашивание,57,825.101851,19265,15
md_pmax_МБТ_техника_для_кухни,17,825.087232,17382,20
shop_st_красота_и_уход_уход_за_телом_мыло,7,825.05,18194,15
md_pmax_автотовары_масла,40,824.542394,16678,10
shop_st_красота_и_уход_уход_за_телом_мыло,6,824.21,17603,22
srch_Дача_сад_город_DSA,51,824.157614,4114,29
md_pmax_красота_и_уход_макияж,32,823.03,18452,13
md_pmax_школа_офис_и_книги_школа_и_книги,38,822.377943,29666,33
md_pmax_сантехника_и_ремонт_електроинструмент,50,822.14398,19200,6
md_pmax_красота_и_уход_гигиена_прокладки_гигиенические,39,821.496633,21366,40
srch_cat_зоотовары,6,821.4,6096,16
md_pmax_МБТ_техника_для_красоты_и_здоровья,47,820.709275,14815,23
shop_st_продукты_питания_крупы,13,820.2,24080,60
md_pmax_МБТ_аксы_для_бытовой_техники,15,819.41,7551,12
shop_st_детские_товары_питание_бакалея,19,819.16,22268,26
srch_prod_товары_для_дома,29,819.0495,16561,17
srch_Дача_сад_город_DSA,24,819.049039,6788,9
md_pmax_красота_и_уход_парфюмерия,36,818.947827,17281,28
shop_st_детские_товары_подгузники_горшки,0,818.94,13267,15
md_pmax_merch_shop_Gadget_mall,54,818.240067,10828,21
md_pmax_продукты_питания_кондитерка_печенье,17,817.445672,13718,25
shop_st_детские_товары_подгузники_горшки,48,817.433831,9530,27
md_pmax_merch_shop_Gorgany,47,816.683895,6260,2
md_pmax_школа_офис_и_книги_школа_и_канцтовары,49,815.600025,10121,19
srch_Дача_сад_город_DSA,57,814.917387,7457,24
srch_Зоотовары_DSA,10,814.82,5822,36
shop_st_детские_товары_питание_пюре,61,813.78,10807,11
md_pmax_merch_Велосипеди,59,812.553729,8463,3
shop_st_товары_для_дома_новый год,31,811.9,23706,62
shop_st_товары_для_дома_текстиль_для_дома,53,811.50373,9955,15
srch_cat_зоотовары,38,810.916537,9902,12
shop_st_продукты_питания_суперфуд,45,809.770811,19413,28
md_pmax_Сантехника_и_ремонт_ручной_инструмент,40,809.541831,24420,19
shop_st_детские_товары_питание_бакалея,12,809.49,18895,17
shop_st_детские_товары_для_купания,11,808.38,19107,25
md_pmax_товары_для_здоровья_интимные_товары,50,807.501884,20992,77
md_pmax_красота_и_уход_парфюмерия,56,807.361938,10542,18
md_pmax_красота_и_уход_гигиена,2,807.271092,9156,26
shop_st_товары_для_дома_текстиль_сон,42,805.537638,9140,7
md_pmax_merch_shop_Gorgany,49,803.47669,7404,3
merch_shop_st_Honey_Jams_джем,21,803.45,15298,6
srch_prod_продукты_питания,32,803.120688,13151,23
md_pmax_МБТ_климатическая_техника,17,802.807818,9951,11
md_pmax_merch_shop_Gadget_mall,51,802.481424,10026,21
md_pmax_школа_офис_и_книги_школа_и_книги,50,802.319831,17484,21
md_pmax_МБТ_техника_для_кухни,19,801.483138,21734,15
md_pmax_школа_офис_и_книги,22,800.94,17062,39
shop_st_зоотовары_грызуны,57,800.284509,14691,24
md_pmax_красота_и_уход_защита_от_солнца,35,799.437394,15411,36
md_pmax_МБТ_аксы_для_бытовой_техники,19,798.531495,8585,13
shop_sm_all_max,4,798.44,121326,217
shop_st_зоотовары_рыбам_и_черепахам,38,798.326808,14663,10
md_pmax_МБТ_климатическая_техника,13,796.924268,9108,8
srch_prod_продукты_питания,23,796.63,11365,22
shop_st_алкоголь_слабоакогольные_напитки,35,795.501741,21923,34
md_pmax_красота_и_уход,60,795.37,13321,37
srch_merch_Baltimor_Душове_обладнання_DSA,14,795.17,873,0
maudau & сантехніка та ремонт 2025_7_11 19_10,59,795.082086,9754,1
md_pmax_МБТ_климатическая_техника,16,794.98424,9878,7
md_pmax_автотовары_масла,54,794.932399,13950,12
srch_cat_БАДы,39,794.364992,2578,2
srch_cat_бытовая_химия,40,793.327815,7215,13
srch_cat_зоотовары,23,792.45,8559,16
md_pmax_школа_офис_и_книги_школа_и_канцтовары,47,792.429016,13709,15
shop_st_товары_для_дома_интерьер_и_декор,8,792.32,18052,2
md_pmax_merch_shop_AccBoss,53,791.191232,9121,17
md_pmax_красота_и_уход_для_мужчин,8,790.79,13560,19
shop_st_товары_для_дома_термопродукция,42,790.032186,10995,16
md_pmax_красота_и_уход_парфюмерия,54,789.853808,12486,21
md_pmax_МБТ_техника_для_кухни,18,789.36,22287,28
md_pmax_merch_кабелі та адаптери,59,787.68,9940,7
md_pmax_автотовары_масла,10,786.848512,17443,5
md_pmax_merch_shop_Pixophone,51,786.036877,12679,19
md_pmax_merch_shop_Gadget_mall,48,785.793151,17743,14
shop_st_красота_и_уход_уход_за_телом_мыло,31,785.18,13953,30
md_pmax_МБТ_техника_для_дома,49,784.247845,15867,24
shop_st_детские_товары_подгузники_горшки,10,783.77,9100,14
shop_st_алкоголь_слабоакогольные_напитки,11,783.65,18891,18
srch_cat_бытовая_химия,41,783.210211,8039,15
md_pmax_красота_и_уход_лореаль,5,782.986286,26512,30
md_pmax_merch_shop_AccBoss,52,782.780784,10971,12
shop_st_товары_для_дома_текстиль_для_дома,42,782.163827,11387,19
md_pmax_МБТ_техника_для_кухни,13,779.625522,21744,5
md_pmax_Сантехника_и_ремонт_ручной_инструмент,38,779.569674,27252,16
md_pmax_МБТ_техника_для_кухни,16,779.55,15190,10
srch_prod_електроника [1] Clone,43,777.646289,9671,6
shop_st_детские_товары_автокресла,35,776.634442,13123,10
shop_st_детские_товары_питание_бакалея,17,776.48,20021,22
md_pmax_merch_maudau_навушники,55,776.38,16114,9
shop_st_товары_для_дома_текстиль_сон,41,775.854796,8857,1
md_pmax_красота_и_уход_парфюмерия,44,775.577908,18038,26
srch_prod_алкоголь [1] Clone #505,44,774.65603,2766,29
md_pmax_merch_shop_Gou,52,774.619703,9613,9
shop_st_детские_товары_питание_бакалея,18,774.07,19541,37
md_pmax_МБТ_аксы_для_бытовой_техники,17,773.09,7107,9
md_pmax_МБТ_техника_для_красоты_и_здоровья,17,772.938422,16065,12
md_pmax_МБТ_техника_для_красоты_и_здоровья,13,772.82,16360,11
md_pmax_сантехника_и_ремонт_електроинструмент,39,772.590703,8129,2
md_pmax_МБТ_техника_для_красоты_и_здоровья,18,772.003823,21546,7
shop_st_товары_для_дома_текстиль_для_дома,52,770.574861,8643,22
md_pmax_merch_shop_AccBoss,49,770.168637,12013,14
md_pmax_автотовары_и_инструменты_GA4,5,769.907753,24230,13
